Fecha,ID_local,clave_producto,venta,venta_empleado
30-dic-19,1,brr,3601,2630867
09-ago-19,1,brr,4253,6332756
07-ago-19,3,qsd,3768,5942572
30-ene-20,4,clz,5901,3833745
26-may-19,1,qsd,2995,9611338
01-jul-19,3,clz,4452,6931035
22-abr-19,2,qsd,3467,2520477
14-jun-19,3,qsd,4806,9611338
04-oct-19,4,brr,745,2630867
23-ago-19,1,brr,5463,1111222
27-feb-19,2,clz,1485,5942572
07-ene-20,4,clz,1441,1111222
28-sep-19,2,pzz,400,4245367
29-mar-19,1,pzz,2709,5942572
14-mar-19,4,brr,1030,6931035
21-nov-19,4,qsd,2426,6931035
03-ene-20,2,clz,4761,3833745
02-ago-19,4,pzz,3720,2520477
31-jul-19,2,pzz,3300,2630867
24-mar-19,2,qsd,2911,2630867
06-jun-19,3,qsd,2101,9922377
17-feb-19,1,brr,5820,4245367
09-oct-19,1,qsd,4708,3833745
30-dic-19,2,brr,313,9922377
10-ago-19,4,brr,3954,9922377
19-mar-19,3,clz,5997,4245367
27-may-19,2,qsd,2228,5942572
25-nov-19,2,brr,3798,6931035
26-ene-20,2,brr,5192,6332756
27-may-19,1,pzz,5150,6931035
10-feb-20,3,clz,2958,9611338
07-abr-19,2,qsd,2604,2630867
25-mar-19,4,clz,4560,1111222
26-sep-19,1,pzz,788,5942572
17-feb-20,3,pzz,5660,5942572
10-may-19,1,brr,4991,6931035
16-jun-19,1,pzz,3770,6931035
24-nov-19,1,pzz,873,3833745
25-oct-19,3,qsd,2624,3833745
07-abr-19,3,qsd,770,2310967
07-oct-19,3,clz,3425,3833745
25-feb-20,2,clz,5998,2520477
13-may-19,4,brr,2355,2630867
31-mar-19,3,clz,5773,9611338
20-mar-19,1,qsd,2947,2630867
19-dic-19,2,pzz,1422,3833745
05-jun-19,2,brr,3510,2630867
13-dic-19,4,brr,5848,5942572
19-feb-19,2,pzz,3878,2520477
10-feb-19,2,clz,4066,2310967
28-abr-19,2,brr,5481,2310967
07-may-19,2,pzz,5091,4245367
18-oct-19,2,brr,5917,2520477
24-abr-19,3,clz,433,3833745
15-ago-19,2,brr,5355,4245367
20-abr-19,2,qsd,531,6332756
24-jul-19,1,pzz,1054,9922377
16-sep-19,1,clz,2422,6332756
12-feb-19,1,pzz,880,3833745
12-mar-19,4,brr,3530,2310967
04-mar-20,4,pzz,2597,3833745
05-ene-20,3,pzz,776,2310967
12-abr-19,1,brr,1394,3833745
23-ago-19,3,brr,1244,4245367
16-jun-19,4,pzz,5609,2520477
05-mar-20,1,pzz,976,6931035
14-ene-20,1,qsd,3030,2520477
08-jun-19,3,clz,2432,6931035
04-mar-20,1,brr,5267,6332756
01-jun-19,2,pzz,5270,2310967
08-sep-19,1,brr,1573,3833745
26-ago-19,4,pzz,5628,3833745
11-feb-19,4,brr,2372,1111222
15-sep-19,2,qsd,1022,5942572
27-jun-19,2,qsd,4677,1111222
21-feb-20,3,pzz,2321,6931035
24-jun-19,3,clz,4488,4245367
17-may-19,4,brr,2240,9611338
30-oct-19,2,pzz,5248,5942572
27-nov-19,4,qsd,419,2310967
15-may-19,1,brr,3968,1111222
15-abr-19,1,qsd,945,9611338
19-abr-19,4,pzz,5226,1111222
26-ene-20,2,clz,3080,3833745
09-dic-19,1,qsd,5231,6931035
07-feb-20,3,brr,3771,2520477
26-mar-19,1,clz,3198,6931035
12-mar-19,4,clz,3572,9922377
15-jun-19,1,pzz,4013,2520477
29-feb-20,2,pzz,768,2310967
10-mar-19,4,brr,4397,2310967
13-dic-19,3,pzz,3965,2310967
13-sep-19,4,brr,2868,3833745
01-sep-19,4,brr,1489,1111222
17-ago-19,3,clz,883,1111222
19-ago-19,3,brr,4947,1111222
27-abr-19,3,pzz,1147,6332756
20-ago-19,3,pzz,293,2310967
12-jul-19,4,clz,4024,6931035
03-jul-19,1,pzz,4203,4245367
03-feb-20,2,qsd,1237,2310967
26-dic-19,1,pzz,5683,2310967
31-oct-19,3,clz,4853,5942572
20-jul-19,3,brr,2342,9922377
14-nov-19,2,brr,1457,6332756
09-jul-19,3,brr,3636,5942572
18-jul-19,4,brr,1313,2520477
25-dic-19,1,qsd,2628,9611338
25-sep-19,2,qsd,3105,2630867
29-feb-20,2,brr,4734,2630867
22-sep-19,2,brr,1587,2630867
06-sep-19,2,brr,2533,5942572
21-abr-19,3,qsd,4452,6931035
08-jul-19,1,pzz,4638,2630867
03-may-19,4,brr,3961,4245367
09-ago-19,1,brr,1844,2310967
30-sep-19,4,brr,2256,9922377
12-dic-19,4,brr,1255,5942572
05-may-19,4,qsd,1974,2520477
12-jul-19,2,clz,3216,3833745
22-ago-19,2,brr,3853,2520477
15-ene-20,3,pzz,1406,6931035
09-feb-20,3,clz,4786,6931035
15-feb-19,1,brr,5149,9922377
07-oct-19,4,brr,3354,2310967
09-feb-20,2,qsd,3406,1111222
31-dic-19,1,clz,4068,6931035
16-jul-19,4,pzz,4933,6931035
22-feb-19,2,brr,5142,6332756
08-sep-19,4,brr,588,2310967
07-ago-19,2,brr,452,6332756
07-oct-19,2,pzz,3978,2310967
09-ene-20,2,clz,777,2310967
07-ago-19,1,pzz,1105,2630867
05-mar-19,2,qsd,406,3833745
03-nov-19,2,pzz,1034,5942572
19-abr-19,1,pzz,5383,6332756
12-jun-19,1,pzz,748,4245367
21-ago-19,4,clz,5056,2520477
15-jul-19,4,qsd,2895,2520477
05-mar-20,3,pzz,1676,6332756
11-jul-19,3,brr,2075,9922377
27-nov-19,2,pzz,2228,5942572
23-feb-19,1,qsd,875,2310967
25-jul-19,3,qsd,5103,3833745
19-mar-19,2,qsd,1850,4245367
25-feb-19,4,brr,3204,9922377
15-abr-19,1,brr,5870,2520477
29-abr-19,1,brr,938,2630867
09-ene-20,4,qsd,382,5942572
13-ene-20,2,pzz,4158,2630867
10-nov-19,2,qsd,5754,6931035
24-nov-19,2,clz,4097,9922377
07-ene-20,2,brr,3267,4245367
15-jul-19,1,brr,921,3833745
09-nov-19,4,clz,4393,2520477
25-sep-19,3,pzz,580,6931035
31-jul-19,3,pzz,396,5942572
23-ene-20,3,brr,1995,9922377
12-mar-19,2,clz,4575,3833745
08-feb-19,2,brr,5427,1111222
17-ago-19,2,clz,1154,5942572
28-feb-20,2,qsd,1095,6931035
02-jun-19,4,clz,5298,2520477
20-jun-19,4,qsd,3071,5942572
01-nov-19,4,pzz,975,1111222
11-abr-19,3,clz,1106,1111222
30-ago-19,2,qsd,5716,2630867
03-dic-19,1,qsd,1273,5942572
03-may-19,4,pzz,5338,1111222
04-ago-19,3,pzz,747,5942572
05-mar-19,3,brr,1790,9922377
13-abr-19,1,clz,2958,1111222
30-ago-19,1,brr,2428,9611338
12-jun-19,1,pzz,2163,5942572
25-ago-19,1,clz,2583,6332756
19-mar-19,4,brr,3825,1111222
30-nov-19,4,brr,2497,9922377
29-ago-19,4,pzz,2763,9922377
26-mar-19,4,pzz,5533,3833745
01-jul-19,1,brr,618,2630867
20-ago-19,3,brr,4718,6931035
26-sep-19,4,brr,3719,6332756
28-oct-19,4,qsd,5401,9922377
12-jun-19,4,pzz,4713,4245367
22-feb-19,3,brr,1662,9922377
13-jul-19,3,qsd,3705,6332756
05-mar-20,3,clz,872,9611338
22-dic-19,2,qsd,2946,1111222
12-jul-19,4,brr,4282,5942572
18-mar-19,4,brr,1358,2630867
25-ene-20,3,pzz,4068,1111222
10-ago-19,4,clz,818,9611338
18-feb-20,4,brr,4925,5942572
29-mar-19,3,clz,2109,9611338
29-abr-19,2,qsd,343,9611338
20-mar-19,1,pzz,2365,1111222
10-feb-20,2,qsd,2238,9611338
26-may-19,1,clz,664,5942572
21-may-19,4,pzz,5651,9611338
02-may-19,2,qsd,5207,6931035
22-oct-19,1,brr,3121,9922377
20-ene-20,2,qsd,2246,1111222
03-ago-19,1,clz,2950,5942572
30-may-19,1,pzz,4393,3833745
23-jun-19,4,brr,4682,4245367
09-mar-20,3,qsd,4700,2310967
27-jun-19,4,clz,3871,1111222
26-jun-19,3,brr,3346,1111222
01-dic-19,1,pzz,911,2630867
02-mar-19,1,qsd,3348,9922377
13-abr-19,1,pzz,700,1111222
15-may-19,3,brr,5221,9922377
02-feb-20,1,brr,3686,9611338
14-feb-19,1,qsd,1243,5942572
18-sep-19,4,pzz,1752,9611338
14-jul-19,4,qsd,3429,1111222
25-ene-20,4,qsd,603,3833745
26-abr-19,4,pzz,1225,2310967
17-mar-19,1,pzz,791,4245367
04-mar-20,3,qsd,3733,6332756
23-mar-19,2,brr,1535,5942572
22-abr-19,2,qsd,4653,3833745
17-nov-19,3,pzz,3505,1111222
17-jun-19,4,clz,3869,3833745
15-nov-19,1,pzz,366,2310967
22-sep-19,4,clz,2206,6931035
02-may-19,1,qsd,4388,6332756
09-may-19,2,brr,4820,9611338
09-mar-20,4,qsd,388,4245367
21-jun-19,4,clz,1881,5942572
30-jul-19,3,clz,3249,5942572
19-may-19,4,brr,5415,2630867
13-oct-19,4,qsd,2837,6931035
17-ene-20,1,pzz,830,9922377
20-nov-19,3,pzz,4119,9922377
07-dic-19,4,pzz,2027,2630867
11-oct-19,1,brr,2075,2310967
08-may-19,1,clz,3094,2310967
03-nov-19,3,brr,2934,6931035
03-sep-19,3,qsd,1668,1111222
22-sep-19,1,pzz,4040,6931035
01-ago-19,2,qsd,3938,1111222
28-jul-19,3,qsd,2476,6931035
14-sep-19,4,clz,492,6931035
19-nov-19,1,pzz,1672,6931035
13-feb-19,4,qsd,5971,1111222
04-feb-19,2,brr,5674,5942572
15-dic-19,3,clz,3178,2310967
01-abr-19,4,qsd,932,2520477
21-ene-20,3,qsd,1978,6931035
02-may-19,3,brr,5243,2520477
09-mar-19,3,clz,4344,2520477
02-ene-20,2,brr,5804,9611338
06-dic-19,1,brr,4760,2630867
15-mar-19,2,brr,5660,3833745
22-feb-19,3,brr,3835,4245367
04-oct-19,3,brr,3525,5942572
18-jul-19,2,qsd,1095,6931035
27-feb-20,1,pzz,3362,2310967
26-nov-19,1,clz,5273,2520477
29-oct-19,2,clz,5724,5942572
02-jul-19,1,clz,3297,6332756
01-dic-19,4,pzz,2622,3833745
11-jun-19,1,qsd,2742,2630867
01-jun-19,2,brr,1007,3833745
03-dic-19,1,qsd,3727,4245367
24-mar-19,1,brr,3497,2520477
09-sep-19,2,brr,4799,9611338
18-sep-19,3,qsd,1854,9611338
01-may-19,2,brr,3752,9611338
15-may-19,3,pzz,5211,4245367
31-ene-20,3,qsd,5790,5942572
04-dic-19,4,brr,664,1111222
09-dic-19,4,pzz,2985,1111222
29-jun-19,4,pzz,3538,2630867
29-jul-19,3,clz,5498,3833745
07-oct-19,4,clz,4767,5942572
17-ago-19,4,qsd,5132,2310967
24-feb-20,2,pzz,2020,9922377
10-may-19,4,clz,4781,6931035
20-jul-19,2,pzz,5449,9611338
03-may-19,4,qsd,2070,3833745
02-nov-19,1,clz,3339,6931035
29-sep-19,3,qsd,5825,2630867
17-nov-19,4,brr,1608,2310967
09-ago-19,2,pzz,4033,9922377
03-jun-19,4,brr,2138,6931035
18-may-19,2,clz,1942,3833745
01-mar-20,4,pzz,2626,2630867
02-nov-19,4,qsd,3376,3833745
03-abr-19,1,clz,2488,2310967
24-may-19,1,brr,1965,9922377
22-ene-20,4,brr,2269,9922377
28-jun-19,3,brr,4396,2630867
27-jul-19,1,qsd,4714,6332756
27-jun-19,1,brr,2277,2630867
27-dic-19,2,clz,2830,2630867
25-feb-19,1,pzz,1812,9922377
14-abr-19,4,brr,1343,6931035
21-may-19,2,pzz,1677,9611338
01-sep-19,2,clz,1386,6931035
10-sep-19,1,clz,1284,9611338
11-ago-19,3,brr,1200,9611338
20-abr-19,3,pzz,1389,2310967
24-ene-20,3,pzz,1918,2520477
26-feb-19,1,pzz,1703,6332756
12-may-19,4,brr,5672,3833745
28-ene-20,1,brr,2036,9922377
27-may-19,4,qsd,5992,1111222
09-abr-19,3,clz,1756,2630867
05-feb-19,1,clz,2723,2630867
25-nov-19,2,pzz,1898,2520477
26-ene-20,2,brr,1985,5942572
07-ene-20,3,brr,2648,1111222
05-jun-19,3,brr,5509,2310967
26-may-19,3,pzz,412,9922377
15-abr-19,2,qsd,2617,6931035
12-ene-20,4,clz,2499,5942572
04-ene-20,3,qsd,1021,3833745
11-ene-20,2,pzz,2704,2520477
22-may-19,2,pzz,5151,9611338
21-ene-20,2,pzz,3867,2630867
30-oct-19,1,clz,4312,6332756
29-oct-19,2,pzz,836,6931035
19-sep-19,1,brr,4894,1111222
15-mar-19,3,pzz,1063,2520477
31-may-19,4,clz,2999,2310967
13-feb-19,1,pzz,5020,9611338
20-feb-19,3,clz,2995,2520477
03-may-19,4,pzz,4881,1111222
16-ago-19,1,pzz,2501,3833745
13-ene-20,4,qsd,3526,5942572
02-mar-19,1,clz,3886,5942572
08-oct-19,1,clz,5457,6332756
29-dic-19,1,brr,578,3833745
22-ago-19,2,brr,3913,6931035
07-feb-20,1,qsd,3517,4245367
26-ago-19,1,brr,941,2630867
19-jul-19,2,clz,5766,4245367
13-ago-19,1,pzz,5162,5942572
23-ago-19,3,clz,3103,2310967
11-ago-19,3,pzz,5450,6332756
20-may-19,1,qsd,909,9611338
19-ago-19,1,pzz,2257,4245367
25-sep-19,1,qsd,5841,6931035
10-feb-19,1,brr,5197,6332756
08-sep-19,3,clz,1849,2310967
14-oct-19,1,clz,5364,2520477
08-oct-19,4,clz,930,3833745
29-mar-19,4,clz,2589,5942572
18-abr-19,2,pzz,3802,2520477
28-may-19,4,brr,2826,3833745
17-ene-20,3,brr,4031,6931035
16-jun-19,3,pzz,2190,3833745
26-feb-20,2,qsd,4415,2630867
27-feb-19,4,clz,2821,9922377
12-feb-19,1,pzz,3786,2630867
28-feb-19,3,clz,4360,4245367
24-feb-19,2,clz,1725,9611338
04-mar-20,4,pzz,3565,5942572
29-nov-19,4,clz,2207,9922377
18-sep-19,1,clz,3113,5942572
09-ene-20,3,clz,1095,2630867
27-jun-19,1,clz,299,9611338
31-dic-19,3,qsd,4722,2310967
11-sep-19,3,clz,5598,1111222
26-nov-19,4,brr,4052,2520477
09-ago-19,1,clz,1725,2520477
07-mar-19,3,pzz,5577,2630867
12-ago-19,3,clz,2671,3833745
26-dic-19,1,pzz,3465,5942572
09-may-19,1,qsd,460,2310967
04-mar-19,4,clz,5138,2520477
02-jun-19,3,clz,4267,3833745
02-dic-19,1,clz,2420,5942572
12-jun-19,3,brr,3709,1111222
23-abr-19,4,qsd,5909,6931035
10-mar-19,1,pzz,4307,3833745
12-jun-19,4,clz,3351,2630867
27-dic-19,2,pzz,5373,5942572
11-mar-19,2,clz,2101,9922377
09-ene-20,3,brr,4974,2520477
24-mar-19,2,pzz,4169,1111222
27-mar-19,2,pzz,3323,3833745
26-mar-19,3,qsd,3978,3833745
26-abr-19,3,brr,5058,9611338
09-nov-19,4,qsd,1485,9611338
22-ago-19,3,clz,4674,2520477
04-may-19,3,clz,685,9611338
13-ago-19,3,brr,3195,2310967
23-mar-19,2,qsd,2047,9922377
08-may-19,3,clz,1291,6931035
13-mar-19,4,brr,3597,2520477
04-sep-19,1,clz,1834,6332756
11-feb-20,2,brr,324,5942572
30-ene-20,2,brr,5429,9922377
03-jul-19,2,qsd,3126,5942572
09-may-19,3,qsd,4092,9611338
25-abr-19,4,pzz,3739,2520477
18-oct-19,2,clz,654,9611338
05-may-19,3,clz,3062,5942572
27-may-19,2,brr,4949,6931035
19-ago-19,2,pzz,950,2310967
14-ene-20,2,brr,4354,3833745
18-dic-19,1,brr,5373,2310967
04-abr-19,3,pzz,3588,2310967
29-abr-19,3,pzz,3164,2520477
10-feb-19,3,qsd,982,1111222
23-abr-19,2,clz,1319,2630867
23-ene-20,4,pzz,2488,9922377
01-oct-19,1,pzz,2754,6931035
02-dic-19,4,qsd,522,1111222
15-sep-19,4,brr,491,3833745
10-dic-19,1,qsd,3636,6332756
02-ene-20,3,qsd,863,2520477
13-abr-19,2,pzz,5692,1111222
27-mar-19,1,clz,4920,4245367
21-feb-19,1,qsd,5809,3833745
11-dic-19,3,pzz,305,4245367
21-feb-19,4,pzz,3259,6931035
28-jun-19,2,clz,4850,9611338
10-abr-19,2,pzz,5446,9611338
23-nov-19,4,qsd,3133,9611338
14-may-19,1,pzz,873,2520477
26-sep-19,3,clz,2895,9922377
06-oct-19,4,pzz,731,1111222
12-feb-20,2,brr,3906,3833745
21-oct-19,2,brr,440,6931035
12-ene-20,3,clz,592,9922377
02-ago-19,1,qsd,1395,5942572
13-feb-20,2,qsd,5218,2630867
04-mar-19,1,qsd,3101,2310967
12-oct-19,3,qsd,5373,9922377
10-ene-20,2,pzz,1737,4245367
14-feb-19,4,clz,581,9922377
09-ene-20,2,qsd,1359,1111222
12-ago-19,2,qsd,4132,2310967
30-oct-19,2,brr,3209,2310967
21-abr-19,1,qsd,4114,6931035
18-jul-19,4,brr,2842,5942572
29-ago-19,1,qsd,3207,3833745
11-nov-19,1,pzz,3881,6332756
22-abr-19,4,pzz,2523,9611338
13-feb-19,1,clz,4298,5942572
05-nov-19,3,brr,4896,2520477
08-jun-19,2,brr,2304,5942572
13-dic-19,4,clz,3027,1111222
04-mar-20,1,clz,2259,2520477
06-may-19,3,brr,4715,6332756
02-mar-20,1,clz,5290,5942572
19-feb-19,1,pzz,5325,4245367
24-abr-19,2,pzz,3138,4245367
04-abr-19,3,qsd,4282,6332756
24-mar-19,3,clz,4075,4245367
31-ene-20,3,brr,3603,9922377
19-jul-19,3,pzz,4182,9611338
22-mar-19,1,clz,1272,9611338
11-dic-19,1,clz,4011,4245367
22-feb-20,3,pzz,3846,9611338
04-oct-19,3,qsd,3443,6332756
29-nov-19,3,clz,3152,4245367
11-ene-20,2,qsd,3492,4245367
01-jul-19,3,clz,4267,6931035
12-nov-19,3,brr,5955,2520477
10-mar-20,4,qsd,3281,1111222
16-feb-20,4,brr,5038,2520477
22-sep-19,1,qsd,2283,2310967
20-dic-19,4,clz,3770,2520477
08-nov-19,4,brr,4569,2310967
17-feb-19,3,qsd,5467,2630867
05-jun-19,4,brr,1843,2520477
25-dic-19,2,clz,4159,6332756
08-ago-19,2,qsd,4742,6931035
18-nov-19,4,clz,5988,9922377
24-abr-19,2,brr,243,2520477
24-oct-19,4,pzz,1568,9611338
30-jun-19,2,brr,1221,2310967
27-jul-19,2,pzz,2317,3833745
07-feb-20,3,brr,3138,6931035
21-abr-19,2,pzz,1436,3833745
23-ene-20,4,clz,2013,2630867
12-nov-19,1,pzz,1839,9922377
12-may-19,1,qsd,2582,2520477
06-jul-19,4,brr,887,6931035
11-mar-19,1,clz,1392,1111222
18-dic-19,4,qsd,733,2310967
02-abr-19,3,pzz,293,2520477
13-mar-19,2,qsd,2864,9611338
19-mar-19,1,qsd,4369,6332756
13-nov-19,3,clz,4198,6332756
19-ago-19,3,qsd,2822,2310967
06-jun-19,3,qsd,4353,2310967
02-dic-19,3,clz,5252,2310967
21-feb-19,1,pzz,5654,5942572
22-feb-20,3,qsd,3419,2520477
12-feb-19,1,pzz,4044,9922377
19-jun-19,4,qsd,525,2310967
24-nov-19,1,brr,4213,6931035
15-ene-20,1,qsd,3849,2310967
27-ene-20,2,clz,1829,9922377
14-ene-20,4,clz,4301,2520477
14-may-19,1,clz,3142,3833745
23-ene-20,4,brr,4989,2520477
18-nov-19,2,clz,1917,3833745
08-jul-19,2,pzz,5293,9611338
14-mar-19,4,pzz,1955,4245367
26-ene-20,2,clz,5348,9922377
10-jul-19,2,qsd,3966,6332756
09-dic-19,4,brr,528,9922377
19-ago-19,2,clz,1841,9611338
26-jun-19,3,qsd,4578,6931035
23-sep-19,2,clz,1949,2630867
26-nov-19,2,brr,5706,6931035
19-jun-19,2,qsd,4127,9611338
06-feb-19,2,clz,1817,9922377
18-abr-19,1,pzz,3234,2310967
29-jun-19,4,clz,1454,2520477
01-jun-19,2,qsd,1599,2630867
30-abr-19,1,pzz,1109,6931035
16-mar-19,2,pzz,4432,6931035
13-ago-19,4,pzz,366,1111222
04-ago-19,1,pzz,3775,9611338
24-dic-19,4,pzz,1118,9611338
04-feb-20,1,pzz,2649,5942572
17-ago-19,3,brr,482,2630867
04-mar-20,1,pzz,3766,2630867
29-jul-19,4,pzz,855,2310967
30-may-19,2,qsd,5707,5942572
03-abr-19,2,brr,5711,6931035
21-nov-19,2,brr,329,4245367
23-ago-19,4,qsd,5527,5942572
03-mar-20,4,brr,4539,2630867
21-feb-20,2,clz,2626,9922377
20-may-19,4,pzz,1196,2310967
10-may-19,1,pzz,2550,5942572
26-jun-19,1,clz,2050,9922377
20-oct-19,3,clz,1855,3833745
02-abr-19,1,brr,263,6931035
21-ene-20,3,clz,854,2520477
03-feb-20,2,pzz,4633,2630867
31-ago-19,2,brr,2504,6931035
03-jun-19,2,clz,2305,2630867
21-ene-20,2,qsd,4149,6332756
26-jul-19,4,brr,2026,3833745
04-feb-19,4,clz,4453,9611338
06-abr-19,1,pzz,1787,2310967
23-dic-19,2,pzz,4198,2520477
06-ene-20,3,qsd,1654,5942572
02-jun-19,2,pzz,1466,2520477
04-jul-19,2,clz,1843,2310967
16-feb-20,3,pzz,2313,2630867
01-mar-20,3,qsd,4381,1111222
04-feb-20,4,brr,835,4245367
18-jul-19,3,qsd,1305,9922377
26-nov-19,1,pzz,1777,2520477
10-dic-19,2,clz,923,9611338
20-ene-20,1,brr,5994,6332756
13-ago-19,1,brr,1829,9611338
09-nov-19,3,qsd,855,6332756
10-abr-19,4,brr,921,6931035
14-may-19,3,brr,4380,4245367
21-jul-19,2,qsd,5566,2630867
07-nov-19,3,pzz,1064,3833745
22-dic-19,3,brr,3200,2630867
07-sep-19,4,clz,2507,2310967
31-may-19,4,brr,5289,6931035
29-abr-19,3,qsd,2758,1111222
08-nov-19,2,pzz,4632,1111222
20-feb-19,2,brr,5164,6332756
23-ago-19,1,brr,3124,2630867
03-sep-19,2,qsd,5356,6931035
14-oct-19,2,qsd,2450,5942572
21-sep-19,4,brr,957,1111222
14-mar-19,4,qsd,4750,9922377
15-sep-19,2,clz,769,3833745
14-sep-19,4,brr,4889,9611338
12-nov-19,1,qsd,5799,4245367
26-ago-19,1,brr,1194,6332756
07-dic-19,3,brr,3456,2520477
07-dic-19,3,brr,5162,1111222
08-feb-20,1,qsd,4289,6931035
27-feb-20,3,brr,5810,9922377
18-sep-19,2,qsd,3846,9922377
06-may-19,3,clz,5984,2630867
18-ene-20,4,qsd,2947,3833745
26-sep-19,2,clz,2822,6332756
08-nov-19,4,qsd,5036,2520477
02-oct-19,4,qsd,5960,9611338
27-ene-20,2,brr,4006,2520477
19-ene-20,1,clz,1458,4245367
27-mar-19,3,pzz,5309,3833745
25-jul-19,2,pzz,735,2310967
18-mar-19,3,qsd,2656,4245367
03-mar-20,1,qsd,4448,1111222
17-feb-20,2,qsd,5629,9611338
20-oct-19,1,pzz,5676,3833745
31-mar-19,3,brr,4151,5942572
25-mar-19,3,qsd,3127,4245367
21-feb-19,2,clz,2776,4245367
18-jun-19,4,qsd,985,2630867
06-ene-20,1,qsd,3587,5942572
23-jun-19,1,clz,1822,9611338
09-feb-19,1,brr,509,6931035
08-nov-19,3,clz,3373,2630867
27-ago-19,1,clz,5796,2520477
30-nov-19,4,clz,1467,4245367
15-mar-19,1,clz,4060,5942572
07-nov-19,2,pzz,2039,6931035
21-may-19,4,brr,3799,5942572
31-dic-19,1,pzz,844,2520477
26-ago-19,1,qsd,5908,5942572
01-dic-19,2,qsd,4539,9611338
08-dic-19,3,qsd,244,2310967
30-may-19,2,pzz,4194,3833745
30-nov-19,3,brr,2799,1111222
04-ago-19,1,brr,3832,9922377
05-sep-19,2,brr,3110,6332756
13-jun-19,1,clz,4589,5942572
15-ago-19,4,pzz,4153,9611338
09-ene-20,2,pzz,4642,9922377
07-mar-19,4,pzz,5397,9922377
02-may-19,4,brr,2265,3833745
23-jun-19,2,brr,4739,1111222
16-oct-19,1,clz,5212,2520477
17-jul-19,3,pzz,958,9611338
03-abr-19,3,qsd,4684,6931035
12-dic-19,2,qsd,3961,5942572
22-oct-19,2,pzz,1740,5942572
27-sep-19,1,qsd,4520,2310967
01-jun-19,3,brr,3413,4245367
30-ene-20,2,pzz,3006,2310967
10-abr-19,2,pzz,317,2520477
24-feb-19,4,clz,2644,5942572
08-nov-19,1,qsd,2502,6332756
20-nov-19,2,pzz,2209,6931035
30-sep-19,1,brr,5135,9611338
07-feb-20,1,clz,5513,9922377
25-sep-19,3,qsd,5860,6332756
28-feb-19,4,clz,1395,5942572
04-mar-20,1,qsd,5393,4245367
17-dic-19,1,clz,4148,9611338
22-oct-19,1,qsd,5369,4245367
14-dic-19,4,clz,668,4245367
15-dic-19,2,qsd,4499,2310967
29-feb-20,3,qsd,3384,2310967
16-ene-20,1,pzz,4317,6931035
31-jul-19,1,clz,3255,2630867
10-ene-20,3,pzz,4779,2520477
22-oct-19,4,brr,859,2630867
26-nov-19,1,pzz,3010,6332756
14-feb-19,2,clz,576,2520477
01-oct-19,1,brr,3835,2520477
14-ago-19,4,pzz,2867,2520477
10-dic-19,3,clz,2609,2520477
04-ago-19,2,qsd,2566,5942572
20-feb-19,1,clz,4943,9922377
20-jul-19,4,pzz,4019,9922377
21-ago-19,3,pzz,805,9611338
06-mar-20,4,qsd,4581,2310967
02-feb-20,1,pzz,1268,2520477
06-oct-19,4,clz,2526,9922377
26-abr-19,3,brr,3763,2630867
05-feb-20,2,brr,483,2520477
15-dic-19,1,pzz,3566,9611338
14-sep-19,3,qsd,787,2520477
08-sep-19,2,brr,449,9611338
23-mar-19,4,clz,442,2630867
24-may-19,1,clz,2143,1111222
19-jun-19,3,brr,390,2520477
28-feb-20,1,pzz,2312,6332756
26-dic-19,1,clz,3664,9922377
07-sep-19,4,qsd,4518,2310967
29-oct-19,3,pzz,5951,6931035
31-ago-19,4,qsd,663,9611338
10-abr-19,1,clz,1247,1111222
02-dic-19,2,clz,2907,2520477
20-oct-19,1,qsd,3299,1111222
14-feb-19,4,qsd,2398,9611338
09-dic-19,1,pzz,2079,5942572
08-feb-20,1,pzz,702,9922377
13-mar-19,4,qsd,4684,6931035
29-oct-19,3,pzz,3480,6931035
22-oct-19,4,clz,5288,4245367
05-feb-20,4,clz,3480,2310967
06-ene-20,1,clz,4974,3833745
07-may-19,4,pzz,252,2520477
17-feb-20,2,brr,5378,2310967
12-feb-20,3,qsd,5559,6931035
26-dic-19,4,brr,4572,9922377
18-feb-19,4,pzz,4326,2630867
03-feb-20,4,brr,3899,4245367
15-may-19,4,pzz,2912,9611338
30-oct-19,4,clz,5493,1111222
15-may-19,3,clz,3895,9611338
17-jun-19,4,pzz,2240,5942572
01-nov-19,4,pzz,3995,4245367
02-oct-19,4,qsd,5167,3833745
24-nov-19,1,qsd,1050,9922377
17-ago-19,3,qsd,1316,9611338
09-oct-19,1,qsd,3760,4245367
12-oct-19,2,qsd,4654,4245367
10-ago-19,1,clz,5893,9611338
28-ago-19,2,pzz,3009,3833745
01-mar-20,4,clz,5268,6332756
29-may-19,1,qsd,1638,9922377
09-oct-19,2,qsd,3653,5942572
22-dic-19,3,brr,4433,3833745
27-nov-19,1,qsd,490,6332756
08-jun-19,2,brr,5395,2520477
12-jun-19,3,pzz,2215,9922377
07-feb-20,2,clz,1093,3833745
04-abr-19,2,clz,1346,9922377
13-ene-20,1,qsd,4352,2520477
13-dic-19,2,brr,2212,6931035
25-sep-19,2,brr,3225,3833745
21-sep-19,4,qsd,581,9922377
25-jul-19,1,brr,3279,6931035
12-feb-19,2,brr,4826,4245367
21-nov-19,2,qsd,5520,1111222
30-may-19,2,pzz,997,9922377
25-nov-19,2,pzz,5736,2310967
03-abr-19,2,brr,4728,5942572
17-dic-19,3,qsd,3942,5942572
19-ago-19,3,pzz,4794,9611338
